序号,机构名称,地址,邮政编码,区县代码,区县名称,医院等级,医院等次,大类,中类,小类,经济类型名称,机构管理名称
318,北京瑞京糖尿病医院,北京市丰台区分中寺280号楼,100078,110106,丰台区,一级,合格,A.医院,A5.专科医院,A539.其他专科医院,私有,营利性医疗机构
319,北京时珍堂医院,北京市丰台区丰葆路198号,100160,110106,丰台区,一级,合格,A.医院,A1.综合医院,A100.综合医院,其它内资,营利性医疗机构
320,北京市丰台区老年人协会莲花池康复医院,北京市丰台区莲宝路2号院,100161,110106,丰台区,未评,未评,A.医院,A5.专科医院,A527.康复医院,其他,非营利性医疗机构
321,北京市丰台区南苑医院,北京市丰台区南苑镇公所胡同3号,100076,110106,丰台区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
322,北京市丰台区铁营医院,北京市丰台区永外横七条一号,100079,110106,丰台区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
323,北京市丰台区兴隆中医医院,北京市丰台区丰台镇兴隆中街6号，北京市丰台区大成南里2区3号楼,100071,110106,丰台区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
324,北京市丰台中西医结合医院,北京市丰台区长辛店东山坡三里甲60号,100072,110106,丰台区,三级,甲等,A.医院,A3.中西医结合医院,A300.中西医结合医院,国有全资,非营利性医疗机构
325,北京市红十字会和平医院,北京市丰台区丰台路口东里198号,100161,110106,丰台区,一级,合格,A.医院,A1.综合医院,A100.综合医院,其他,非营利性医疗机构
326,北京市木材厂职工医院,北京市大红门西路4号,100068,110106,丰台区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
327,北京市三环英和医院,丰台区葛村西里1号,100070,110106,丰台区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,其它内资,非营利性医疗机构
328,北京首大耳鼻喉医院,北京市丰台区成寿寺路33号,100078,110106,丰台区,三级,合格,A.医院,A5.专科医院,A513.耳鼻喉科医院,其它内资,营利性医疗机构
329,北京同仁堂第二中医医院,北京市丰台区南三环中路20号,100079,110106,丰台区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
330,北京卫人中医医院,丰台区大红门西马场甲14号,100071,110106,丰台区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,其它内资,营利性医疗机构
331,北京西鹤年堂中医医院,北京市丰台区大台子9号,100068,110106,丰台区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,其它内资,营利性医疗机构
332,北京祥云京城皮肤病医院,北京市丰台区马家堡路69号院1号楼、2号楼,100068,110106,丰台区,三级,未评,A.医院,A5.专科医院,A522.皮肤病医院,股份有限（公司）,营利性医疗机构
333,北京新景安太医疗技术服务有限公司安太嘉园医院,北京市丰台区嘉园路星河苑1号院18号楼,100067,110106,丰台区,一级,合格,A.医院,A1.综合医院,A100.综合医院,其它内资,营利性医疗机构
334,北京新里程肿瘤医院,北京市丰台区万丰路69号,100161,110106,丰台区,二级,未评,A.医院,A5.专科医院,A514.肿瘤医院,中外合资,营利性医疗机构
335,北京瑶医医院,北京市丰台区海鹰路六号院31号楼,100070,110106,丰台区,一级,合格,A.医院,A4.民族医院,A419.其他民族医院,私有,非营利性医疗机构
336,北京中联科中医医院,北京市丰台区分钟寺266号,100078,110106,丰台区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,营利性医疗机构
337,北京中医药大学东方医院,北京市丰台区方庄小区芳星园一区六号,100078,110106,丰台区,三级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
338,华北电网有限公司北京电力医院,北京丰台区太平桥西里甲1号,100073,110106,丰台区,三级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
339,首都医科大学附属北京同仁医院丰台同仁京苑医院,北京市丰台区马家堡东路88号,100068,110106,丰台区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
340,首都医科大学附属北京佑安医院,北京市丰台区右外西头条8号,100069,110106,丰台区,三级,甲等,A.医院,A5.专科医院,A521.传染病医院,国有全资,非营利性医疗机构
341,首都医科大学校医院,北京市丰台区右安门外西头条10号,100069,110106,丰台区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
342,中国北方车辆研究所职工医院,北京市969信箱46号,100072,110106,丰台区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
343,中国航天科工集团七三一医院,北京市丰台区云岗镇岗南里3号院,100074,110106,丰台区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
344,中国康复研究中心-北京博爱医院,北京市丰台区角门北路10号,100068,110106,丰台区,三级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
345,北京大学首钢医院,北京市石景山区晋元庄路9号,100144,110107,石景山区,三级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
346,北京古城都市丽人医院,北京市石景山区古城大街37号,100043,110107,石景山区,一级,未评,A.医院,A5.专科医院,A518.妇产（科）医院,其他,营利性医疗机构
347,北京联科中医肾病医院,北京市石景山区模式口西102号,100041,110107,石景山区,二级,未评,A.医院,A2.中医医院,A229.其它中医专科医院,股份合作,营利性医疗机构
348,北京米赫医院,北京市石景山区永乐东小区（原黄楼幼儿园）,100040,110107,石景山区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
349,北京石景山八大处中西医结合医院,北京市石景山区实兴大街11号,100041,110107,石景山区,一级,未评,A.医院,A3.中西医结合医院,A300.中西医结合医院,私有,营利性医疗机构
350,北京石景山同心医院,石景山区西郊吴家村,100040,110107,石景山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
351,北京市昆仑医院,北京市石景山区永乐东区,100040,110107,石景山区,一级,乙等,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
352,北京市石景山区红十字绍家坡康复医院,北京市石景山区绍家坡金顶山路19号,100041,110107,石景山区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,私有,营利性医疗机构
353,北京市石景山区护理院,,,110107,石景山区,未评,未评,A.医院,A7.护理院(站),A710.护理院,国有全资,营利性医疗机构
354,北京市石景山区老医药卫生工作者协会路安康中医医院,石景山区模式口南里,100041,110107,石景山区,一级,未评,A.医院,A2.中医医院,A229.其它中医专科医院,私有,非营利性医疗机构
355,北京市石景山区老医药卫生工作者协会模式口中医医院,模式口大街甲48号,100041,110107,石景山区,一级,未评,A.医院,A2.中医医院,A229.其它中医专科医院,私有,非营利性医疗机构
356,北京市石景山区老医药卫生工作者协会中医骨伤医院,北京市石景山区冠景新城B区3号楼,100144,110107,石景山区,一级,未评,A.医院,A2.中医医院,A229.其它中医专科医院,私有,非营利性医疗机构
357,北京市石景山区五里坨医院,北京市石景山区石门路322号,100042,110107,石景山区,一级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
358,北京市石景山区中医医院,北京市石景山区八角北路,100043,110107,石景山区,二级,乙等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
359,北京市石景山医院,北京市石景山区石景山路24号,100043,110107,石景山区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
360,北京首钢特殊钢有限公司泰康医院,石景山区古城小街1号,100043,110107,石景山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
361,北京燕都医院,石景山区鲁谷大街重兴嘉园1号楼,100040,110107,石景山区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
362,北京中康佳中医药研究院长庚医院,北京市石景山区古城南里8号,100043,110107,石景山区,一级,乙等,A.医院,A2.中医医院,A229.其它中医专科医院,股份合作,营利性医疗机构
363,清华大学玉泉医院,北京市石景山区石景山路5号,100040,110107,石景山区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
364,首都医科大学附属北京康复医院,北京市石景山区西下庄,100144,110107,石景山区,三级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
365,首钢矿山医院,河北省迁安市杨店子镇滨河村,100043,110107,石景山区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
366,中国医学科学院整形外科医院,北京石景山区八大处路33号,100144,110107,石景山区,三级,甲等,A.医院,A5.专科医院,A528.整形外科医院,国有全资,非营利性医疗机构
367,中国中医科学院眼科医院,北京市石景山区鲁谷路33号,100040,110107,石景山区,三级,甲等,A.医院,A2.中医医院,A229.其它中医专科医院,国有全资,非营利性医疗机构
368,北京艾丽斯妇科医院,北京市海淀区北四环西路9号—1,100190,110108,海淀区,一级,未评,A.医院,A5.专科医院,A518.妇产（科）医院,其他,营利性医疗机构
369,北京八珍堂中医医院,北京市海淀区厢黄旗2号楼X05-2、X05-3、X06,100093,110108,海淀区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,其它内资,营利性医疗机构
370,北京宝岛妇产医院,北京市海淀区新街口外大街1号,100000,110108,海淀区,二级,未评,A.医院,A5.专科医院,A518.妇产（科）医院,其他,营利性医疗机构
371,北京北科生殖健康专科医院,北京市海淀区大慧寺路12号,100081,110108,海淀区,未评,未评,A.医院,A5.专科医院,A539.其他专科医院,私有,营利性医疗机构
372,北京北科医院,北京市海淀区志新村小区25号院1号楼,100083,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
373,北京大诚中医针灸医院,北京市海淀区远大路39号1号楼（青清商厦）二层南侧,100097,110108,海淀区,一级,未评,A.医院,A2.中医医院,A223.针灸医院,其它内资,营利性医疗机构
374,北京大学第六医院,北京市海淀区花园北路51号,100191,110108,海淀区,三级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
375,北京大学第三医院,北京市海淀区花园北路49号,100191,110108,海淀区,三级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
376,北京大学口腔医院,北京市海淀区中关村南大街22号,100081,110108,海淀区,三级,甲等,A.医院,A5.专科医院,A511.口腔医院,国有全资,非营利性医疗机构
377,北京大学医院,北京市海淀区颐和园路5号北京大学医院,100871,110108,海淀区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
378,北京道合肛肠医院,北京市海淀区海淀乡西苑草场108号,100091,110108,海淀区,未评,未评,A.医院,A5.专科医院,A539.其他专科医院,其他,营利性医疗机构
379,北京德尔康尼骨科医院,新街口外大街16号住院楼4层,100088,110108,海淀区,二级,未评,A.医院,A5.专科医院,A526.骨科医院,私有,营利性医疗机构
380,北京定慧康杰医院,北京市海淀区八里庄街道五孔桥33号院北楼,100039,110108,海淀区,未评,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
381,北京尔康百旺医院,北京市海淀区清河小营西小口路27号,100094,110108,海淀区,未评,未评,A.医院,A1.综合医院,A100.综合医院,其他,营利性医疗机构
382,北京凤凰关爱护理医院,北京市海淀区阳台山路7号,100095,110108,海淀区,未评,未评,A.医院,A7.护理院(站),A710.护理院,其他,营利性医疗机构
383,北京光彩明天儿童眼科医院,北京海淀区万寿路17号B座,100036,110108,海淀区,一级,甲等,A.医院,A5.专科医院,A512.眼科医院,其它内资,营利性医疗机构
384,北京国都医院,北京市海淀区北三环中路59号,100088,110108,海淀区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
385,北京国佳中医医院,北京市海淀区清河嘉园东区4号楼110号,100085,110108,海淀区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,其他,营利性医疗机构
386,北京国瑞中医医院,海淀区阜成路42号6号楼A座,100142,110108,海淀区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,股份合作,营利性医疗机构
387,北京国医中联医院,北京市海淀区四道口路11号,100081,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,其它内资,营利性医疗机构
388,北京海婴妇产医院,北京市海淀区海淀南路36号1层0107、0108、2层,100080,110108,海淀区,二级,未评,A.医院,A5.专科医院,A518.妇产（科）医院,私有,营利性医疗机构
389,北京和平医院,海淀区上地开发区树村后营91号,100193,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
390,北京华安中医医院,北京市海淀区车公庄西路26号,100048,110108,海淀区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,股份合作,营利性医疗机构
391,北京黄家医圈中医医院,北京市海淀区车公庄西路38号,100044,110108,海淀区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,其他,营利性医疗机构
392,北京家恩德运医院,北京市海淀区知春路大运村29号11栋,100083,110108,海淀区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份有限（公司）,营利性医疗机构
393,北京金童中医医院,北京市海淀区阜外亮甲店一号8号楼北楼1、2、3层,100142,110108,海淀区,未评,未评,A.医院,A2.中医医院,A210.中医（综合）医院,股份合作,营利性医疗机构
394,北京京北医院,北京海淀区清河龙岗路6号,100192,110108,海淀区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
395,北京京华友好医院,海淀区花园北路乙12号,100191,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份有限（公司）,营利性医疗机构
396,北京京民医院,北京市海淀区紫竹院路52号,100044,110108,海淀区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
397,北京军大医院,北京市海淀区西四环北路116号,100097,110108,海淀区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
398,北京科发源医疗美容医院,北京市海淀区海淀南路13号楼第3层、4层,100000,110108,海淀区,一级,未评,A.医院,A5.专科医院,A529.美容医院,私有,营利性医疗机构
399,北京老年医院,北京市海淀区温泉路118号,100095,110108,海淀区,三级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
400,北京六建集团公司医院,北京市海淀区复兴路32号,100039,110108,海淀区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
401,北京马应龙长青肛肠医院,海淀区闵庄路3号17号楼,100195,110108,海淀区,三级,甲等,A.医院,A2.中医医院,A221.肛肠医院,股份合作,营利性医疗机构
402,北京美尔目医院,北京市海淀区复兴路65号-2,100036,110108,海淀区,一级,未评,A.医院,A5.专科医院,A512.眼科医院,股份合作,营利性医疗机构
403,北京名仕医院,北京市海淀区玉泉路70号,100039,110108,海淀区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
404,北京潘中恒中医骨伤科医院,北京市海淀区清河阳光南里32号楼,100085,110108,海淀区,一级,合格,A.医院,A2.中医医院,A222.骨伤医院,股份合作,营利性医疗机构
405,北京清河圣地妇儿医院,北京市海淀区清河，安宁路东侧,100085,110108,海淀区,一级,未评,A.医院,A5.专科医院,A519.儿童医院,股份合作,营利性医疗机构
406,北京润视眼科医院,北京市海淀区新街口大街19号1区3号楼,100875,110108,海淀区,未评,未评,A.医院,A5.专科医院,A512.眼科医院,股份合作,营利性医疗机构
407,北京三诺健恒糖尿病医院,海淀区复兴路甲36号百朗园B座,100039,110108,海淀区,一级,甲等,A.医院,A5.专科医院,A539.其他专科医院,股份合作,营利性医疗机构
408,北京圣爱医院,北京市淀区学清路甲18号六层,100083,110108,海淀区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
409,北京圣育中医院,北京海淀区清河南马房路1号,100192,110108,海淀区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,股份合作,营利性医疗机构
410,北京市道培医院,北京市海淀区玉泉路15号,100049,110108,海淀区,二级,未评,A.医院,A5.专科医院,A517.血液病医院,股份合作,非营利性医疗机构
411,北京市海淀区清河医院,北京市海淀区昌平路南段36号,100192,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,其他,非营利性医疗机构
412,北京市海淀区医协医院,北京市海淀区学清路23号院1号楼（汉华世纪大厦四层、一层A107/A108）,100083,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
413,北京市海淀医院,北京市海淀区中关村大街29号,100080,110108,海淀区,三级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
414,北京市上地医院,北京市海淀区农大南路树村西街甲6号,100084,110108,海淀区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
415,北京市社会福利医院,海淀区清河三街52号,100085,110108,海淀区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
416,北京市羊坊店医院,海淀区羊坊店双贝子坟路1号,100038,110108,海淀区,二级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
417,北京市中关村医院,北京市海淀区中关村南路12号,100190,110108,海淀区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
418,北京市中西医结合医院,北京市海淀区永定路东街3号,100039,110108,海淀区,二级,甲等,A.医院,A3.中西医结合医院,A300.中西医结合医院,国有全资,非营利性医疗机构
419,北京水利医院,北京市海淀区玉渊潭南路19号,100036,110108,海淀区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
420,北京顺天德中医医院,海淀区莲花池东路9号,100038,110108,海淀区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,股份有限（公司）,营利性医疗机构
421,北京四季青医院（北京市海淀区四季青镇社区卫生服务中心）,北京市海淀区远大路32号,100097,110108,海淀区,二级,未评,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
422,北京泰济堂中医医院,北京市海淀区彰化路138号院1号楼一层102A,107000,110108,海淀区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,股份合作,营利性医疗机构
423,北京太和医院,北京市海淀区杏石口路6号,,110108,海淀区,未评,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
424,北京天健医院,北京市海淀区学院南路48号金辉明光写字楼,100000,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
425,北京天宜乳腺医院,北京市海淀区西四环中路19号,100143,110108,海淀区,未评,未评,A.医院,A5.专科医院,A539.其他专科医院,股份合作,营利性医疗机构
426,北京天昱医院有限公司,北京市海淀区西三旗东路16号,100096,110108,海淀区,一级,合格,A.医院,A1.综合医院,A100.综合医院,联营,营利性医疗机构
427,北京万柳美中宜和妇儿医院,北京市海淀区万柳中路7号,100089,110108,海淀区,二级,未评,A.医院,A5.专科医院,A539.其他专科医院,其它内资,营利性医疗机构
428,北京万寿康医院,海淀区西三环万寿寺甲27号,100081,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
429,北京熙仁医院,北京市海淀区静淑东里10号院,100083,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,其它内资,营利性医疗机构
430,北京香山医院,北京市海淀区香山南路红旗村甲3号院17楼,100093,110108,海淀区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
431,北京新兴医院,北京市海淀区太平路21号,100039,110108,海淀区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
432,北京伊美尔健翔医院,北京市海淀区志新路7号,100083,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,其它内资,营利性医疗机构
433,北京永成魅力医疗美容医院,北京市海淀区西四环北路71号2层,100097,110108,海淀区,未评,未评,A.医院,A5.专科医院,A529.美容医院,其它内资,营利性医疗机构
434,北京优颐口腔医院,北京市海淀区翠微北里11号楼1栋,100036,110108,海淀区,二级,未评,A.医院,A5.专科医院,A511.口腔医院,股份合作,营利性医疗机构
435,北京裕和中西医结合康复医院,,,110108,海淀区,三级,未评,A.医院,A3.中西医结合医院,A300.中西医结合医院,股份有限（公司）,营利性医疗机构
436,北京中大中医医院,北京市海淀区西三环北路68号,100048,110108,海淀区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,其他,营利性医疗机构
437,北京中德毛发移植整形医院,海淀区云会里金雅院4号楼一层102号,100089,110108,海淀区,一级,未评,A.医院,A5.专科医院,A529.美容医院,股份合作,营利性医疗机构
438,北京中仁中医医院,北京市海淀区学院南路一号,100088,110108,海淀区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,股份合作,营利性医疗机构
439,北京肿瘤医院,北京市海淀区阜成路52号,100142,110108,海淀区,三级,甲等,A.医院,A5.专科医院,A514.肿瘤医院,国有全资,非营利性医疗机构
440,北京怡德医院,北京市海淀区昆明湖南路51号E座,100097,110108,海淀区,未评,未评,A.医院,A1.综合医院,A100.综合医院,其它内资,营利性医疗机构
441,北京怡宁医院,北京市海淀区闵庄路9号,100195,110108,海淀区,一级,未评,A.医院,A5.专科医院,A520.精神病医院,私有,营利性医疗机构
442,兵器工业北京北方医院,北京市海淀区车道沟10号,100089,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
443,航天中心医院,北京市海淀区玉泉路15号,100049,110108,海淀区,三级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
444,清华大学医院,海淀区清华大学医院,100084,110108,海淀区,二级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
445,首都医科大学北京三博脑科医院,北京市海淀区香山一棵松50号,100093,110108,海淀区,一级,未评,A.医院,A5.专科医院,A539.其他专科医院,股份合作,营利性医疗机构
446,首都医科大学附属北京世纪坛医院,北京市海淀区羊坊店铁医路10号,100038,110108,海淀区,三级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
447,中国气象局医院,北京市海淀区中关村南大街46号,100081,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
448,中国铁道建筑总公司北京铁建医院,复兴路40号3918-1201信箱,100039,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
449,中国新兴建设开发总公司北京中兴医院,北京市海淀区太平路44号,100039,110108,海淀区,一级,未评,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
450,中国中医科学院西苑医院,北京市海淀区西苑操场一号,100091,110108,海淀区,三级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
451,中直机关医院,国家安全部机关医院,100091,110108,海淀区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
452,北京德坤瑶医医院,北京市门头沟区新桥南大街5号,102300,110109,门头沟区,一级,合格,A.医院,A4.民族医院,A419.其他民族医院,私有,非营利性医疗机构
453,北京京煤集团总医院,北京市门头沟区黑山大街18号,102300,110109,门头沟区,三级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
454,北京京煤集团总医院木城涧医院,北京市门头沟区大台地区玉皇庙,102304,110109,门头沟区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
455,北京京煤集团总医院王平医院,北京市门头沟区王平地区河北,102301,110109,门头沟区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
456,北京京门医院,门头沟区滨河路龙泉花园1号楼三单元底商,102300,110109,门头沟区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
457,北京女医师协会仁圣医院,门头沟区永定镇永兴嘉园小区,102308,110109,门头沟区,一级,合格,A.医院,A1.综合医院,A100.综合医院,其他,非营利性医疗机构
458,北京石龙老年护理院,北京门头沟区石龙北路27号,102308,110109,门头沟区,一级,未评,A.医院,A7.护理院(站),A710.护理院,国有全资,非营利性医疗机构
459,北京市门头沟区龙泉医院,北京市门头沟区门头沟路42号,102300,110109,门头沟区,二级,合格,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
460,北京市门头沟区医院,北京市门头沟区河滩桥东街10号,102300,110109,门头沟区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
461,北京市门头沟区斋堂医院（门头沟区斋堂镇社区卫生服务中心）,北京市门头沟区斋堂镇东斋堂村33号,102309,110109,门头沟区,二级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
462,北京市门头沟区中医医院,北京市门头沟区新桥南大街3号,102300,110109,门头沟区,二级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,集体全资,非营利性医疗机构
463,北京玉泉山医院,北京市门头沟区妙峰山镇下苇甸村第五〇六厂（北京东方机电有限公司）院内；北京铁路局三家店党校院内；城子大街55号,102300,110109,门头沟区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
464,国家安全生产监督管理总局职业安全卫生研究中心石龙医院,北京市门头沟区石龙北路27号,102308,110109,门头沟区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
465,阿尔博尼（北京）口腔医院,北京市房山区拱辰街道瑞雪春堂小区PT-3号,102400,110111,房山区,未评,未评,A.医院,A5.专科医院,A511.口腔医院,私有,营利性医疗机构
466,北京白云精神病康复医院,北京市房山区长阳镇稻田村,102442,110111,房山区,一级,合格,A.医院,A5.专科医院,A520.精神病医院,股份合作,非营利性医疗机构
467,北京北亚骨科医院,北京市房山区长阳昊天北大街20号,102445,110111,房山区,未评,未评,A.医院,A5.专科医院,A526.骨科医院,股份有限（公司）,营利性医疗机构
468,北京博爱中西医结合医院,北京市房山区城关北大街6号,102400,110111,房山区,一级,合格,A.医院,A3.中西医结合医院,A300.中西医结合医院,集体全资,非营利性医疗机构
469,北京广阳博海医院,北京市房山区长阳镇夏场村1区1号 ,102444,110111,房山区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,其他,营利性医疗机构
470,北京华亚医院,北京市房山区良乡镇月华小区旁,102488,110111,房山区,一级,合格,A.医院,A1.综合医院,A100.综合医院,其它内资,非营利性医疗机构
471,北京汇海中医医院 ,北京市房山区阎村镇前沿村村南 ,102412,110111,房山区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
472,北京汇林医院,北京汇林医院,102403,110111,房山区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
473,北京金海中医医院,北京市房山区张坊镇张坊村,102409,110111,房山区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
474,北京今康中医医院,北京市房山区良乡月华南大街8号 ,102488,110111,房山区,一级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,集体全资,非营利性医疗机构
475,北京京煤集团总医院长沟峪医院,北京市房山区周口店镇山口村,102451,110111,房山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
476,北京京煤集团总医院大安山医院,北京市房山区大安山乡元港村,102419,110111,房山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
477,北京京煤集团总医院万佛堂医院,房山区河北镇万佛堂村,102415,110111,房山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
478,北京琉璃河水泥厂医院,北京市房山区琉璃河火车站前街道10号以南9,102403,110111,房山区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
479,北京六合百草中医医院,北京市房山区青龙湖镇沙窝村164号,102471,110111,房山区,未评,未评,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
480,北京仁德医院,房山区良乡昊天大街91号,102400,110111,房山区,一级,未评,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
